id_empleado,nombre,depto,superior,marca,etiqueta
2,Johannes Vermeer,Administración,Claude Monet,2025-12-02 17:06:50,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-02 17:17:19,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-02 17:24:14,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-02 17:29:02,salida
1,Claude Monet,Dirección,N/A,2025-12-02 18:26:48,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-02 20:46:02,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-02 20:46:13,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-02 20:50:40,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-02 20:51:22,entrada
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-02 20:51:37,entrada
34,El Greco,Producción,Vincent Van Gogh,2025-12-02 20:54:41,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-02 20:56:38,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-02 21:00:38,salida
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-02 21:10:48,salida
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-02 21:16:42,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-03 05:48:33,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-03 05:49:49,entrada
13,Auguste Renoir,Producción,Caravaggio,2025-12-03 05:50:39,entrada
14,Edgar Degas,Producción,Caravaggio,2025-12-03 05:54:06,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-03 06:00:21,entrada
34,El Greco,Producción,Vincent Van Gogh,2025-12-03 06:01:22,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-03 06:10:15,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-03 06:11:12,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-03 06:15:10,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-03 06:18:33,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-03 06:51:48,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-03 07:36:54,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-03 07:46:38,entrada
2,Johannes Vermeer,Administración,Claude Monet,2025-12-03 07:51:44,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-03 07:55:23,entrada
3,Mary Cassatt,Administración,Claude Monet,2025-12-03 08:02:32,entrada
1,Claude Monet,Dirección,N/A,2025-12-03 08:04:07,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-03 13:24:59,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-03 13:40:54,entrada
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-03 13:49:49,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-03 13:59:33,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-03 14:01:58,entrada
13,Auguste Renoir,Producción,Caravaggio,2025-12-03 14:02:18,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-03 14:12:26,salida
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-03 14:13:51,salida
14,Edgar Degas,Producción,Caravaggio,2025-12-03 14:16:39,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-03 14:17:44,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-03 17:02:33,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-03 17:04:54,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-03 17:06:39,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-03 17:09:28,salida
3,Mary Cassatt,Administración,Claude Monet,2025-12-03 17:13:59,salida
2,Johannes Vermeer,Administración,Claude Monet,2025-12-03 17:15:59,salida
1,Claude Monet,Dirección,N/A,2025-12-03 18:06:21,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-03 20:35:29,entrada
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-03 20:42:09,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-03 20:45:41,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-03 20:48:27,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-03 20:49:52,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-03 20:53:19,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-03 20:59:47,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-03 21:03:36,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-03 21:04:32,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-03 21:07:09,salida
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-03 21:15:01,salida
11,Frida Kahlo,Producción,Caravaggio,2025-12-04 05:35:36,entrada
12,Édouard Manet,Producción,Caravaggio,2025-12-04 05:43:27,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-04 05:47:21,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-04 05:50:33,salida
13,Auguste Renoir,Producción,Caravaggio,2025-12-04 05:51:42,entrada
14,Edgar Degas,Producción,Caravaggio,2025-12-04 06:06:02,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-04 06:06:46,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-04 06:08:52,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-04 06:10:56,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-04 06:13:57,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-04 06:24:06,entrada
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-04 06:58:20,entrada
2,Johannes Vermeer,Administración,Claude Monet,2025-12-04 07:43:20,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-04 07:47:09,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-04 08:01:54,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-04 08:02:22,entrada
3,Mary Cassatt,Administración,Claude Monet,2025-12-04 08:02:41,entrada
1,Claude Monet,Dirección,N/A,2025-12-04 08:13:45,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-04 13:43:59,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-04 13:50:09,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-04 13:51:19,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-04 13:57:37,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-04 13:59:36,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-04 14:03:47,salida
14,Edgar Degas,Producción,Caravaggio,2025-12-04 14:11:47,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-04 14:13:47,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-04 14:17:26,entrada
13,Auguste Renoir,Producción,Caravaggio,2025-12-04 14:18:45,salida
11,Frida Kahlo,Producción,Caravaggio,2025-12-04 14:23:58,salida
2,Johannes Vermeer,Administración,Claude Monet,2025-12-04 17:01:25,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-04 17:07:02,salida
3,Mary Cassatt,Administración,Claude Monet,2025-12-04 17:09:13,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-04 17:11:36,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-04 17:13:24,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-04 17:21:28,salida
1,Claude Monet,Dirección,N/A,2025-12-04 18:10:41,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-04 20:49:28,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-04 20:53:22,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-04 20:57:02,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-04 20:57:43,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-04 20:58:07,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-04 21:00:45,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-04 21:09:54,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-04 21:10:43,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-04 21:13:02,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-04 21:15:05,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-04 21:22:14,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-04 21:23:29,entrada
16,Francisco de Goya,Producción,Caravaggio,2025-12-05 05:36:04,entrada
10,Pablo Picasso,Producción,Caravaggio,2025-12-05 05:49:07,entrada
40,Georges Seurat,Producción,Caravaggio,2025-12-05 05:51:19,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-05 05:54:57,salida
13,Auguste Renoir,Producción,Caravaggio,2025-12-05 05:59:13,entrada
11,Frida Kahlo,Producción,Caravaggio,2025-12-05 06:03:42,entrada
12,Édouard Manet,Producción,Caravaggio,2025-12-05 06:11:01,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-05 06:12:18,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-05 06:16:06,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-05 06:20:13,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-05 06:30:10,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-05 06:30:15,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-05 06:55:42,entrada
3,Mary Cassatt,Administración,Claude Monet,2025-12-05 07:37:26,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-05 07:52:50,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-05 07:53:38,entrada
2,Johannes Vermeer,Administración,Claude Monet,2025-12-05 08:00:20,entrada
1,Claude Monet,Dirección,N/A,2025-12-05 08:08:37,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-05 08:09:22,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-05 13:43:03,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-05 13:52:21,entrada
16,Francisco de Goya,Producción,Caravaggio,2025-12-05 13:53:20,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-05 13:55:04,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-05 13:55:51,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-05 13:56:55,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-05 13:59:21,entrada
11,Frida Kahlo,Producción,Caravaggio,2025-12-05 14:01:37,salida
10,Pablo Picasso,Producción,Caravaggio,2025-12-05 14:12:20,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-05 14:12:25,salida
40,Georges Seurat,Producción,Caravaggio,2025-12-05 14:12:40,salida
13,Auguste Renoir,Producción,Caravaggio,2025-12-05 14:23:49,salida
3,Mary Cassatt,Administración,Claude Monet,2025-12-05 16:59:30,salida
2,Johannes Vermeer,Administración,Claude Monet,2025-12-05 17:01:45,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-05 17:03:31,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-05 17:10:58,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-05 17:16:21,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-05 17:27:27,salida
1,Claude Monet,Dirección,N/A,2025-12-05 17:50:24,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-05 20:37:41,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-05 20:58:29,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-05 21:00:50,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-05 21:01:09,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-05 21:01:35,entrada
34,El Greco,Producción,Vincent Van Gogh,2025-12-05 21:02:15,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-05 21:07:23,entrada
36,René Magritte,Producción,Vincent Van Gogh,2025-12-05 21:09:04,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-05 21:12:07,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-05 21:21:38,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-05 21:22:30,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-05 21:23:59,salida
16,Francisco de Goya,Producción,Caravaggio,2025-12-06 05:56:37,entrada
10,Pablo Picasso,Producción,Caravaggio,2025-12-06 05:57:29,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-06 05:58:34,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-06 06:00:07,salida
11,Frida Kahlo,Producción,Caravaggio,2025-12-06 06:00:48,entrada
40,Georges Seurat,Producción,Caravaggio,2025-12-06 06:01:19,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-06 06:02:23,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-06 06:03:50,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-06 06:07:23,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-06 06:09:55,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-06 06:18:22,salida
34,El Greco,Producción,Vincent Van Gogh,2025-12-06 06:18:42,salida
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-06 06:23:57,incompleto
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-06 13:44:54,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-06 13:52:54,entrada
10,Pablo Picasso,Producción,Caravaggio,2025-12-06 13:53:51,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-06 13:56:37,entrada
40,Georges Seurat,Producción,Caravaggio,2025-12-06 13:58:49,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-06 13:58:50,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-06 14:01:50,entrada
11,Frida Kahlo,Producción,Caravaggio,2025-12-06 14:02:06,salida
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-06 14:08:09,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-06 14:17:45,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-06 14:19:38,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-06 14:22:22,salida
16,Francisco de Goya,Producción,Caravaggio,2025-12-06 14:22:24,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-06 20:44:34,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-06 20:48:59,entrada
34,El Greco,Producción,Vincent Van Gogh,2025-12-06 20:51:12,entrada
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-06 20:51:12,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-06 20:57:26,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-06 20:58:17,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-06 21:01:22,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-06 21:03:17,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-06 21:05:06,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-06 21:05:55,salida
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-06 21:17:56,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-06 21:18:02,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-06 21:20:00,salida
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-06 21:27:02,salida
14,Edgar Degas,Producción,Caravaggio,2025-12-07 05:44:47,entrada
40,Georges Seurat,Producción,Caravaggio,2025-12-07 05:47:10,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-07 05:47:49,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-07 05:54:44,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-07 05:55:46,salida
10,Pablo Picasso,Producción,Caravaggio,2025-12-07 05:58:15,entrada
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-07 05:59:25,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-07 06:02:00,salida
16,Francisco de Goya,Producción,Caravaggio,2025-12-07 06:04:55,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-07 06:09:17,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-07 06:09:55,salida
34,El Greco,Producción,Vincent Van Gogh,2025-12-07 06:16:55,salida
36,René Magritte,Producción,Vincent Van Gogh,2025-12-07 06:18:46,salida
11,Frida Kahlo,Producción,Caravaggio,2025-12-07 06:25:57,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-07 13:49:09,entrada
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-07 13:51:23,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-07 13:52:50,entrada
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-07 13:55:07,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-07 13:57:15,salida
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-07 13:58:32,entrada
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-07 13:58:40,entrada
16,Francisco de Goya,Producción,Caravaggio,2025-12-07 13:59:17,salida
10,Pablo Picasso,Producción,Caravaggio,2025-12-07 14:02:45,salida
40,Georges Seurat,Producción,Caravaggio,2025-12-07 14:07:18,salida
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-07 14:08:49,entrada
11,Frida Kahlo,Producción,Caravaggio,2025-12-07 14:09:11,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-07 14:13:44,salida
14,Edgar Degas,Producción,Caravaggio,2025-12-07 14:18:14,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-07 20:52:23,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-07 20:56:37,entrada
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-07 20:57:31,entrada
34,El Greco,Producción,Vincent Van Gogh,2025-12-07 20:57:36,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-07 21:00:21,salida
29,Diego Velázquez,Producción,Artemisia Gentileschi,2025-12-07 21:03:28,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-07 21:07:50,salida
41,Piet Mondrian,Producción,Artemisia Gentileschi,2025-12-07 21:09:04,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-07 21:10:29,entrada
23,Henri Matisse,Producción,Artemisia Gentileschi,2025-12-07 21:11:20,salida
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-07 21:19:35,salida
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-07 21:20:08,salida
40,Georges Seurat,Producción,Caravaggio,2025-12-08 05:37:46,entrada
14,Edgar Degas,Producción,Caravaggio,2025-12-08 05:42:18,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-08 05:55:44,entrada
13,Auguste Renoir,Producción,Caravaggio,2025-12-08 05:58:13,entrada
10,Pablo Picasso,Producción,Caravaggio,2025-12-08 05:59:16,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-08 06:04:43,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-08 06:07:31,salida
16,Francisco de Goya,Producción,Caravaggio,2025-12-08 06:09:08,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-08 06:09:45,salida
35,Tamara de Lempicka,Producción,Vincent Van Gogh,2025-12-08 06:10:40,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-08 06:18:42,salida
34,El Greco,Producción,Vincent Van Gogh,2025-12-08 06:27:37,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-08 07:04:46,entrada
2,Johannes Vermeer,Administración,Claude Monet,2025-12-08 07:46:08,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-08 07:56:20,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-08 07:57:08,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-08 08:00:44,entrada
3,Mary Cassatt,Administración,Claude Monet,2025-12-08 08:07:23,entrada
1,Claude Monet,Dirección,N/A,2025-12-08 08:16:43,entrada
13,Auguste Renoir,Producción,Caravaggio,2025-12-08 13:52:50,salida
40,Georges Seurat,Producción,Caravaggio,2025-12-08 13:53:29,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-08 13:54:25,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-08 13:55:20,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-08 13:56:27,salida
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-08 14:01:14,entrada
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-08 14:03:11,entrada
10,Pablo Picasso,Producción,Caravaggio,2025-12-08 14:03:21,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-08 14:05:02,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-08 14:06:51,salida
16,Francisco de Goya,Producción,Caravaggio,2025-12-08 14:17:09,salida
14,Edgar Degas,Producción,Caravaggio,2025-12-08 14:19:09,salida
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-08 17:03:10,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-08 17:04:42,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-08 17:05:36,salida
2,Johannes Vermeer,Administración,Claude Monet,2025-12-08 17:07:19,salida
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-08 17:07:42,salida
3,Mary Cassatt,Administración,Claude Monet,2025-12-08 17:11:23,salida
1,Claude Monet,Dirección,N/A,2025-12-08 18:05:26,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-08 20:27:48,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-08 20:39:28,entrada
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-08 20:43:21,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-08 20:44:58,entrada
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-08 20:49:24,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-08 20:53:31,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-08 20:58:23,salida
34,El Greco,Producción,Vincent Van Gogh,2025-12-08 20:58:48,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-08 21:00:09,salida
28,Paul Cézanne,Producción,Artemisia Gentileschi,2025-12-08 21:13:34,salida
14,Edgar Degas,Producción,Caravaggio,2025-12-09 05:56:21,entrada
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-09 05:56:25,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-09 06:00:13,entrada
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-09 06:02:39,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-09 06:07:53,salida
13,Auguste Renoir,Producción,Caravaggio,2025-12-09 06:08:28,entrada
34,El Greco,Producción,Vincent Van Gogh,2025-12-09 06:09:05,salida
12,Édouard Manet,Producción,Caravaggio,2025-12-09 06:11:26,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-09 06:16:47,salida
22,Vincent Van Gogh,Producción,Rembrandt van Rijn,2025-12-09 06:24:58,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-09 06:56:04,entrada
3,Mary Cassatt,Administración,Claude Monet,2025-12-09 07:41:20,entrada
1,Claude Monet,Dirección,N/A,2025-12-09 07:49:05,entrada
6,Albrecht Dürer,Ingeniería y Calidad,Leonardo da Vinci,2025-12-09 07:50:10,entrada
5,Leonardo da Vinci,Ingeniería y Calidad,Rembrandt van Rijn,2025-12-09 07:51:32,entrada
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-09 07:52:58,entrada
2,Johannes Vermeer,Administración,Claude Monet,2025-12-09 07:59:47,entrada
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-09 13:43:10,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-09 13:50:34,entrada
14,Edgar Degas,Producción,Caravaggio,2025-12-09 13:56:52,salida
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-09 14:01:12,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-09 14:02:04,entrada
15,Georgia O'Keeffe,Producción,Caravaggio,2025-12-09 14:04:28,salida
13,Auguste Renoir,Producción,Caravaggio,2025-12-09 14:05:33,salida
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-09 14:07:42,entrada
12,Édouard Manet,Producción,Caravaggio,2025-12-09 14:09:36,salida
20,Caravaggio,Producción,Rembrandt van Rijn,2025-12-09 14:17:24,salida
2,Johannes Vermeer,Administración,Claude Monet,2025-12-09 16:51:08,salida
7,Jackson Pollock,Ingeniería y Calidad,Leonardo da Vinci,2025-12-09 17:06:26,salida
4,Rembrandt van Rijn,Operaciones,Claude Monet,2025-12-09 17:07:05,salida
3,Mary Cassatt,Administración,Claude Monet,2025-12-09 17:23:37,salida
1,Claude Monet,Dirección,N/A,2025-12-09 18:00:16,salida
42,Salvador Dalí,Producción,Vincent Van Gogh,2025-12-09 20:32:49,entrada
31,Jean-Michel Basquiat,Producción,Vincent Van Gogh,2025-12-09 20:47:52,entrada
21,Artemisia Gentileschi,Producción,Rembrandt van Rijn,2025-12-09 20:55:15,salida
30,Andy Warhol,Producción,Vincent Van Gogh,2025-12-09 20:55:16,entrada
27,Edvard Munch,Producción,Artemisia Gentileschi,2025-12-09 21:02:25,salida
32,Keith Haring,Producción,Vincent Van Gogh,2025-12-09 21:02:49,entrada
25,Gustav Klimt,Producción,Artemisia Gentileschi,2025-12-09 21:04:03,salida
26,Wassily Kandinsky,Producción,Artemisia Gentileschi,2025-12-09 21:04:38,salida
33,Hieronymus Bosch,Producción,Vincent Van Gogh,2025-12-09 21:06:27,entrada
36,René Magritte,Producción,Vincent Van Gogh,2025-12-09 21:08:53,entrada
24,Joan Miró,Producción,Artemisia Gentileschi,2025-12-09 21:15:32,salida
